cod_municipio,municipio,latitud,longitud,altitud,tranquilidad,sanidad,educacion,transporte_conectividad,economia_empleo,bienestar,ocio_cultura,servicios,Indice_Global,Descripcion
528,Chinchón,40.14019,-3.415684,777.1609,5820.0,0.6258988517870091,0.662305409956202,0.1189508625561872,0.650105395651333,0.619277454852165,0.6720400469819703,0.7695541975735909,0.588304602765494,"Chinchón es un municipio y localidad española del sureste de la Comunidad de Madrid. El término municipal cuenta con una población de 5818 habitantes (INE 2024). El casco histórico de la localidad, con una notable plaza mayor, tiene el estatus bien de interés cultural en la categoría de conjunto histórico.Forma parte de la comarca de Las Vegas y, en un contexto histórico-geográfico más amplio, de La Alcarria (específicamente denominada Alcarria de Chinchón y diferenciada de la Alcarria de Alcalá, ambas en la Comunidad de Madrid).​ El término municipal tiene una superficie de 115,9 km².
Chinchón se encuentra en plena cuenca del Tajo-Jarama y parte de su territorio pertenece al Parque Regional del Sureste. Su naturaleza está muy condicionada por la acción del hombre, que a lo largo de los siglos ha modificado el paisaje en su provecho. Los paisajes de Chinchón pueden diferenciarse en cuatro unidades básicas, en las que abunda la fauna y la flora: sotos y riberas en los fondos de valle; escarpes en yesos; secanos y barbechos; y zonas palustres.
El emplazamiento de Chinchón entre los altos del páramo y las fértiles vegas del Tajuña tiene justificación, pues se levanta en un otero, fácil de defender de las amplias extensiones por donde discurren las vías de comunicación tradicional. Tiene aguas en abundancia, surgidas de los manantiales del borde del páramo, y su ubicación, justo en el borde del escalón del páramo, garantiza la umbría en verano y el sotavento invernal."
409,Ciempozuelos,40.15934,-3.6184,580.2641,26046.0,0.8969901097258495,0.6043011364359482,0.009332572899445252,0.7629884416737076,0.8070152131669585,0.6829429728320351,0.7122729386273785,0.6394061979087604,"Ciempozuelos es un municipio y localidad española del sur de la Comunidad de Madrid. El término municipal, ubicado en la comarca de las Vegas, tiene una población de 26 140 habitantes (INE 2024). La altitud media es de 568 m.El escudo heráldico que representa al municipio fue aprobado oficialmente el 17 de agosto de 1973 con el siguiente blasón:

 

La descripción textual de la bandera, del 30 de junio de 1994, es la siguiente:"
416,Cobeña,40.56733,-3.504839,677.4468,7742.0,0.7601812323884565,0.5956359452061227,0.06965327701247434,0.8413858042604261,0.6050716036144806,0.6688768656637085,0.8732503774382706,0.6305793007977056,"Cobeña es un municipio y localidad española de la Comunidad de Madrid, perteneciente a la unidad paisajística de La Campiña, situada al lado de Ajalvir. Cuenta con una población de 7759 habitantes (INE 2024).El término municipal de Cobeña tiene una extensión de 21 km² y se encuentra situado en el noreste de la Comunidad de Madrid, a 24 km de la capital. La localidad se encuentra emplazada sobre la falda de un cerro perteneciente a las terrazas y aluviones que configuró el río Jarama a 675 m sobre el nivel del mar. En cuanto a la descripción del paisaje se pueden delimitar dos grandes unidades: las terrazas e interfluvios del Jarama y las campiñas onduladas del arroyo de Las Quemadas.
Por el municipio discurren accesos de la N-I (Burgos), N-II (Barcelona) y de la M-50. También tiene acceso al aeropuerto de Madrid-Barajas por la carretera M-103 hacia Belvis de Jarama. Se encuentra a 9 km de San Sebastián de los Reyes, a 11 km de Alcobendas, a 3 km de Algete y Ajalvir, a 15 km de Alcalá de Henares y a 13 km de Torrejón de Ardoz. Limita con los términos municipales de Algete, Daganzo de Arriba, Paracuellos de Jarama, San Sebastián de los Reyes y Ajalvir.
La vegetación natural en la zona no es muy abundante como consecuencia de la explotación agraria desarrollada en el municipio. Las zonas más representativas de vegetación se encuentran a lo largo del arroyo de las Quemadas y en las zonas de vaguada y barrancos situadas en el centro y sur del municipio, donde predomina la vegetación de ribera (chopos, sauces, olmos, matorrales espinosos, juncos, etc). De las formaciones vegetales presentes asociadas a los usos de suelo actuales, cabe destacar los cultivos agrícolas principalmente de secano de cereal y en menor extensión leñosos de secano y regadíos; así como vegetación propia de las etapas de sustitución de las series de vegetación potencial del encinar: retamares y coscojares en las laderas de mayor pendiente de las márgenes del arroyo de las Quemadas, vegetación de ribera y de vaguada, pastizales y eriales, y repoblaciones. La composición de la vegetación actual presente en el municipal de Cobeña genera diferentes tipos hábitats que condicionan la estructura y la diversidad de las comunidades faunísticas existentes en el área de estudio. La geografía de Cobeña puede recorrerse detalladamente gracias a su Red de Senderos del Municipio de Cobeña, que se organizan en las siguientes rutas:

Ruta 1: Valle de Abajo y de los medios cerealistas.
Ruta 2: Valle de Arriba y la Dehesa de Cobeña.
Ruta 3: La Dehesa de Cobeña.
Ruta 4: Valle de Arriba y el Alfalfar.
Ruta 5: Valle de Arriba y la ZEPA ""Estepas cerealistas de los Ríos""."
468,Collado Mediano,40.69389,-4.023123,1029.724,7564.0,0.790134480554639,0.6641769366621035,0.1245782964891653,0.7538861795880081,0.6505515013682605,0.6916507880892426,0.7768240385395621,0.6359717458987115,"Collado Mediano es un municipio y localidad española de la Comunidad de Madrid. El término, situado al noroeste de la provincia, en la sierra de Guadarrama, cuenta con una población de 7547 habitantes (INE 2024)."
437,Colmenar de Oreja,40.10758,-3.387693,756.9265,8982.0,0.889865376044667,0.5968333355242506,0.139562023666657,0.6281948094835001,0.6456349991004356,0.698954280574218,0.8880427575324163,0.6410125117037351,"Colmenar de Oreja es un municipio y localidad española del sureste de la Comunidad de Madrid. Ubicado en la llamada comarca de Las Vegas, cuenta con una población de  8888 habitantes (INE 2024). Su casco urbano está declarado bien de interés cultural.Está situado en la meseta hidrográfica de los ríos Tajo y Tajuña, a 40°7′0″ de latitud norte y 5°47′30″ de longitud este, del meridiano de Madrid (en la comarca de la Alcarria de Chinchón). Su altitud al nivel del Mediterráneo es de 753 metros en el batiente de la puerta norte de la iglesia de Santa María la Mayor. El punto más alto del término está en Navarredonda a 780 metros, y el más bajo en el río en su entrada en el término cuya altitud es de 515 metros. Su término delimita por el norte con los de Valdelaguna, Chinchón y Villaconejos, al sur con la provincia de Toledo y los términos de Villarrubia de Santiago, Noblejas, Ocaña y Aranjuez; al este con los términos de Belmonte de Tajo, Villarejo de Salvanés y Villarrubia de Santiago, y al oeste con Aranjuez.
Su extensión es de 12 567 hectáreas, 80 áreas y 25 centiáreas. La parte no cultivada de este término comprende montes, cerros, barrancos y prados o valles con una extensión de 3846 hectáreas."
421,Colmenar del Arroyo,40.41858,-4.198538,679.1825,2013.0,0.13769632200854257,0.6322828216253663,0.1724611053906352,0.4908546795194299,0.7880291008715837,0.6813846930037349,0.0933116455374962,0.42800290970811267,"Colmenar del Arroyo es un municipio y localidad española de la Comunidad de Madrid. Cuenta con una población de 2015 habitantes (INE 2024).El escudo heráldico que representa al municipio fue aprobado oficialmente en 2015 con el siguiente blasonado:

 

La descripción textual de la bandera, también oficializada en 2015, es la siguiente:"
442,Colmenarejo,40.56101,-4.016842,875.1868,9741.0,0.8698300895452007,0.6408613296406857,0.08789274797566221,0.7920362926535209,0.6165858268745977,0.7050497565233159,0.8680687077936118,0.6543321072866564,"Colmenarejo es un municipio y localidad española de la Comunidad de Madrid, situado en el noroeste de la región, en las estribaciones de la sierra de Guadarrama, a 899 metros de altitud y a 37 kilómetros de distancia de la capital. Limita al norte con El Escorial, al este con Galapagar, al sur con Villanueva del Pardillo y al oeste con Valdemorillo. Su único acceso por carretera es la M 510, desde Galapagar o desde Valdemorillo. Cuenta en su término municipal con la orilla este del embalse de Valmayor, segundo en capacidad de la Comunidad de Madrid, con el tercer Campus de la Universidad Carlos III de Madrid y con un atractivo entorno natural, dentro del parque regional del Curso medio del río Guadarrama y su entorno, en el que destacan los encinares y las dehesas de uso ganadero salpicadas de enebros, fresnos y quejigos.Colmenarejo se encuentra situado en el camino de Madrid a El Escorial, una vez superado el pie de sierra del Guadarrama, entre Galapagar y Valdemorillo. Está situado a 37 km de Madrid, a una altitud de 880 metros sobre el nivel del mar. Colmenarejo tiene un clima mediterráneo con estaciones más pronunciadas debido a la altitud y la lejanía del mar."
480,Corpa,40.42489,-3.262723,819.1653,795.0,0.14446181887839754,0.6342213399194562,0.197675042102537,0.504619968291389,0.6905841815102912,0.680155265673744,0.4182778559727553,0.46714221033551,"Corpa es un municipio español de la Comunidad de Madrid, situado en la subcomarca natural de la Alcarria de Alcalá. Cuenta con 697 habitantes (INE 2018) y un término municipal de 25,91 km². Dista 14 km de Alcalá de Henares y 43 km de Madrid.Rodeada de llanuras cerealistas y de varios olivares, la villa es famosa por sus fuentes y manantiales, cuya agua era embotellada y mandada a Flandes.​ Varios reyes, entre ellos Felipe II, Felipe III y Felipe IV, obtenían esta agua para su uso personal.​"
506,Cubas de la Sagra,40.1917,-3.837347,648.7275,6984.0,0.8578265645681116,0.5388564890612221,0.07559037534866697,0.6737223540739052,0.7617813756664863,0.6719600404676164,0.7115336280049943,0.6130386895987147,"Cubas de la Sagra es un municipio y localidad española de la Comunidad de Madrid. El término municipal, ubicado en la comarca de la Sagra, tiene una población de 6988 habitantes (INE 2024).El municipio, ubicado en la Comunidad de Madrid,​ tiene una superficie de 12,82 km²"
534,Daganzo de Arriba,40.54481,-3.457924,665.5711,10673.0,0.6748190728012693,0.6419043417762627,0.1494063835756717,0.8858108922272916,0.6413963236621026,0.8991966578041622,0.7862157091938737,0.6683927687200905,"Daganzo de Arriba es un municipio y localidad española en el este de la Comunidad de Madrid. Cuenta con una población de 10 703 habitantes (INE 2024).El origen más probable del nombre de Daganzo, se remonta mucho más allá de la invasión musulmana, donde se le ha situado hasta ahora.
Una inscripción romana de carácter funerario hallada en Villamanta, población madrileña situada en donde se cree que estuvo la Mantua romana, en memoria de APLONDUS DAGENCIUM, enmarcaría al infortunado APLONDUS en la familia o tribu de los DAGENCIUM, o de los de DAGENCIUM, gentilicio que es asociado por varios historiadores con el actual Daganzo.
Esto induce a pensar en  la existencia de un pueblo o tribu  celtíbera (carpetana), previo a la llegada de los romanos,  en las inmediaciones del actual Daganzo."
549,El Escorial,40.58508,-4.12952,915.7729,17262.0,0.6566689794709515,0.6501822714302401,0.1471432476347012,0.7974872964467816,0.6888859416901375,0.6551673036075026,0.8651706197394576,0.6372436657171103,"El Escorial es un municipio​ y villa española de la Comunidad de Madrid. Está situado en la zona noroeste de la Comunidad, a los pies de la vertiente meridional de la sierra de Guadarrama, y forma parte de la comarca de la Cuenca del Guadarrama. Pertenece al partido judicial de San Lorenzo de El Escorial, el número siete de la comunidad de Madrid.​
A pesar de posibles restos romanos en la zona, sus orígenes se encuentran a caballo entre los siglos XI y XII, cuando la conquista de Toledo en 1085 permitió el afianzamiento de los núcleos situados al norte de la sierra de Guadarrama y el inicio del proceso repoblador en su vertiente meridional.​ Este proceso, espontáneo en sus inicios y con gentes de origen vasco-navarro, leonés y burgalés, fue regulado por el Concejo de Segovia a finales del siglo XIII, que llevó a cabo la organización del territorio.​ Así, el entorno escurialense pertenecía al sexmo de Casarrubios, una de las divisiones de la comunidad de ciudad y tierra de Segovia.
En 1561 Felipe II decidió construir en el término escurialense un monasterio en honor a San Lorenzo; para el mismo adquirió varios enclaves de la zona como La Herrería, La Fresneda, El Campillo y Monesterio que, junto con El Escorial, servirían para satisfacer las necesidades de los monjes y de la Corte. La población adquirió, por real cédula de 1565, el título de Villa, dejó de depender de Segovia y se convirtió en territorio de realengo,​ a la vez que sufrió una profunda transformación urbanística. Ya a mediados del siglo XVIII, ante la demanda de servicios y aposentos para el séquito real, se dieron los primeros pasos para lo que sería un nuevo núcleo de población junto al Monasterio —lo que luego sería San Lorenzo de El Escorial—, que finalmente en 1792 se segregó de El Escorial por decisión de Carlos IV.​
A principios del siglo XIX, y con motivo de la Guerra de la Independencia, la villa sufrió fuertes represalias por la resistencia ofrecida a los franceses, y este comportamiento le valió el título de «Leal», otorgado por Fernando VII el 8 de agosto de 1815.​ Si bien tradicionalmente la principal actividad económica había sido la ganadería, en el siglo XIX, y gracias a la llegada del ferrocarril en 1861, la villa vivió un cierto progreso industrial con iniciativas empresariales entre las que destacó la fábrica de Chocolates Matías López; ya en el siglo XX, a la actividad ganadera se unieron el comercio y el turismo, principales motores económicos en la actualidad.​
El turismo se sustenta en la riqueza natural de la zona, con el Pinar de Abantos y la zona de La Herrería como principales atractivos, y en su patrimonio histórico-artístico, en el que destacan la iglesia de San Bernabé, BIC desde 1983,​ y varios enclaves que forman parte del Real Sitio de San Lorenzo de El Escorial y El Escorial, entre ellos el Monasterio de Prestado, La Granjilla de La Fresneda, la Casa-fuerte de El Campillo y la Casita del Príncipe, BIC desde 1992 e igualmente Patrimonio de la Humanidad —junto con el Monasterio y la Casita del Infante— desde 1984.​​
Las celebraciones más representativas del municipio son San Sebastián —celebrada conjuntamente con San Lorenzo de El Escorial—, las fiestas patronales en honor a San Bernabé —durante las cuales tiene lugar la Feria Industrial y Artesana de la Sierra de Guadarrama— y la romería de Nuestra Señora de la Herrería, patrona de la villa, que en 2014 fue declarada de Interés Turístico.​​El topónimo de El Escorial parece proceder de la vegetación dominante en su entorno en el momento de su fundación, el roble y encina —aesculus en latín—.​ Así lo indicó ya el padre Martín Sarmiento en 1762, que derivó el término Escurial del bajo latín esculealis —adjetivo de esculus o aesculus—, del cual nació la voz esculeal, escurial y escorial, esto es, un terreno poblado de ésculos, carbajos o quejigos.​
Otra teoría, propuesta en su momento por el padre José de Sigüenza, deriva el término Escorial del latín scoria, que significa inmundicia o desecho, referido especialmente a aquellos resultantes del trabajo de los metales; significaría, por tanto, un lugar donde se abandonaban esos desechos o un montón de escorias.​
Una tercera teoría, señalada por Andrés Avelino de Salaber y Artea, propone su origen en el vocablo escouro, con el significado de lugar oscuro, debido a la abundancia de arbolado.​ El hecho de que El Escorial se encuentre al este de la sierra de Guadarrama lo convierte en un lugar con menor insolación durante las tardes, lo que contribuye a reforzar esta idea, tal vez con mayor fuerza, que el hecho de tener abundantes árboles."
552,Estremera,40.18403,-3.106115,643.0197,1451.0,0.8069917868490483,0.6101362202373785,0.12600479859088692,0.4040545641195548,0.039742274472647776,0.7192623179924814,0.6376496580110006,0.4776916600389997,"Estremera es un municipio y localidad española de la Comunidad de Madrid. El término municipal, ubicado en las comarcas de Las Vegas y La Alcarria, tiene una población de 1467 habitantes (INE 2024). Es conocido por albergar el Centro Penitenciario Madrid VII, la prisión más moderna de la provincia.La localidad está situada a una altitud de 642 m sobre el nivel del mar.​​ Es el municipio más oriental de la Comunidad de Madrid y linda con la comunidad autónoma de Castilla-La Mancha."
565,Fresnedillas de la Oliva,40.48651,-4.172033,895.7322,1833.0,0.7796392997628467,0.6849053117343986,0.12685407361004702,0.4933033712904618,0.7396926515672765,0.7106650880187511,0.18540206875783358,0.531494552105945,"Fresnedillas de la Oliva es un municipio y localidad española de la Comunidad de Madrid. Cuenta con una población de 1837 habitantes (INE 2024).El nombre de este municipio proviene de fresno, por los bosques cercanos que hay de este árbol y 'oliva' que hace referencia al fruto del olivo."
571,Fresno de Torote,40.59229,-3.41205,657.2809,2547.0,0.0,0.0059250684841167245,0.16831765378634433,0.5904655488521806,0.11014661972814876,0.0,0.0,0.12497927012154149,"Fresno de Torote es un municipio y despoblado español de la Comunidad de Madrid, situado en la comarca natural de la Campiña del Henares. El término municipal cuenta con una población de 2548 habitantes (INE 2024) concentrada en la pedanía de Serracines y sus urbanizaciones."
590,Fuente el Saz de Jarama,40.63877,-3.51129,642.1251,7384.0,0.6180582410097804,0.650463427796231,0.07875693375793028,0.7847227832098038,0.5894095115156156,0.6509705916625643,0.8275965017666694,0.5999968558169421,"Fuente el Saz de Jarama es un municipio y localidad de España perteneciente a la Comunidad de Madrid. El término municipal tiene una población de 7379 habitantes (INE 2024).Los pueblos más cercanos a este son, por este orden, Alalpardo, Algete, Valdetorres de Jarama y Cobeña. Fuente el Saz es un pueblo dormitorio de la ciudad de Madrid, en el noreste de la comunidad autónoma. No obstante, no sólo actúa como pueblo dormitorio. También tiene chalets que son segunda vivienda de habitantes de la capital, quienes prefieren el campo para pasar las vacaciones. El gentilicio para la gente de Fuente el Saz de Jarama es «fonsarino» o «fontesacino»."
604,Fuentidueña de Tajo,40.11819,-3.159549,565.6978,2319.0,0.9633163070518946,0.6101265905981694,0.12505333329097001,0.4612766843827207,0.5744242959862068,0.6766350654263937,0.6755021341989946,0.5837620587050499,"Fuentidueña de Tajo es un municipio español situado en el extremo suroriental de la Comunidad de Madrid, en la linde con las provincias de Toledo y Cuenca. El término municipal, atravesado por el río Tajo y ubicado en las comarcas de Las Vegas y la Alcarria de Chinchón, tiene una población de 2328 habitantes (INE 2024).El pueblo podría tomar su nombre de la Fuente Salobre, también llamada Fuente de la Dueña, denominada así porque se encontraba bajo el dominio de Doña Urraca, su dueña. El manantial se encuentra situado en la parte trasera de la iglesia parroquial, a los pies del castillo."
611,Galapagar,40.57736,-4.00357,884.4304,36112.0,0.8626870402148582,0.62975885554196,0.0802175862929104,0.9289000376301673,0.6041143998802615,0.6860392890694269,0.8887096717602134,0.6686324114842568,"Galapagar es un municipio del noroeste de la Comunidad de Madrid (España), a 33 kilómetros de la capital de España. Se extiende sobre una superficie de 65 km². Limita con Collado Villalba, Colmenarejo, Torrelodones, Las Rozas de Madrid, El Escorial, San Lorenzo de El Escorial, Villanueva del Pardillo, Hoyo de Manzanares, Moralzarzal y Guadarrama.El escudo heráldico que representa al municipio fue aprobado oficialmente el 2 de marzo de 1978 con el siguiente blasón:

 

La descripción textual de la bandera municipal, oficializada en 2015, es la siguiente:"
626,Garganta de los Montes,40.92143,-3.689205,1125.801,415.0,0.1514352342060292,0.05389522271466496,0.2664928413357739,0.4800516396918599,0.2977815447053258,0.1017269016823156,0.11114248077461734,0.20893226644436955,"Garganta de los Montes es un municipio y localidad española de la Comunidad de Madrid. Perteneciente a la comarca de la Sierra Norte, el término municipal cuenta con una población de 416 habitantes (INE 2024). 
Los núcleos de Garganta y El Cuadrón forman el municipio, entre suaves colinas. El buen clima y los paisajes del entorno han propiciado la expansión urbana. Sin embargo, el núcleo de Garganta mantiene su carácter rural y se conservan construcciones tradicionales como potros de herrar, antiguos conjuntos agropecuarios, fraguas y pajares.​ 
El origen histórico hay que buscarlo en la Edad Media, hacia los siglos XIV y XV: la iglesia de San Pedro, en Garganta, es un templo del siglo XV reformado en el siglo XVII. La población de Garganta creció gracias a la explotación ganadera de la oveja merina y a sus cultivos de lino y cereales. En esa época se construyeron dos molinos harineros, uno en el arroyo Tejera y otro, más importante, en el río Lozoya.  
Una de las fechas más trágicas de Garganta fue la de 1599, cuando la conocida como “peste bubónica” provocó una gran mortalidad tanto en Garganta como en los pueblos de su entorno, de tal forma que algunos se vieron abocados a su desaparición. Vecinos huidos de Garganta fundaron entonces la cercana Gargantilla del Lozoya.
Garganta de los Montes perteneció a Guadalajara hasta 1833, año en que empezó a depender de Madrid.Cuenta con una población de 416 habitantes (INE 2024)."
632,Gargantilla del Lozoya y Pinilla de Buitrago,40.96463,-3.718601,1136.591,401.0,0.14881415804811748,0.6827801526135576,0.3299069416403472,0.3181192083127623,0.164687721088157,0.6893496849654827,0.10250472104142859,0.34802322681569325,"Gargantilla del Lozoya y Pinilla de Buitrago es un municipio español de la Comunidad de Madrid. Su término municipal cuenta con una población de 397 habitantes (INE 2024).Gargantilla se encuentra situada a más de mil ciento treinta metros de altitud y su entorno fue así descrito por Federico Carlos Sainz de Robles: «Inmediato al río Lozoya y en la falda del cerro de su nombre, con hermosas fresnedas y limpios y abundantes manantiales».​
El río Lozoya y el embalse de Riosequillo limitan por el sur y el este el municipio con dos núcleos, Gargantilla y Pinilla de Buitrago. ​
De acuerdo a la clasificación climática de Köppen Gargantilla del Lozoya y Pinilla de Buitrago tiene un clima de tipo Csb​ (templado con verano seco y templado).
Parece ser que tuvo alguna actividad minera: «En sus alrededores se ven minas de plomo argentífero, una de las cuales, la de San Carlos, está dotada de maquinaria, visible desde la carretera».​"
647,Gascones,41.01809,-3.641817,1046.484,236.0,0.16078879166386306,0.7592267773901097,0.4744444960906169,0.632757587224632,0.22651622154402096,0.14791712324683262,0.1934586603057876,0.37072995106655193,"Gascones es un municipio español de la provincia y Comunidad de Madrid. Tiene una superficie de 20,04 km² con una población de  239 habitantes (INE 2024) y una densidad de 7,24 hab/km².En 1968 se abrió al tráfico la línea Madrid-Burgos,​​ que permitió la conexión de la zona con el resto de la red ferroviaria española. El municipio contaba con una estación de ferrocarril propia, con edificio de viajeros y muelle-almacén de mercancías, si bien las instalaciones acabarían cayendo en decadencia y serían cerradas al servicio en la década de 1990."
663,Griñón,40.21424,-3.856192,676.9866,10714.0,0.9092591352309918,0.6035876115833643,0.13045388390786816,0.7869778222102597,0.7159188300426803,0.6499810203852936,0.8529079837089993,0.6641551838670654,"Griñón es un municipio y localidad española de la Comunidad de Madrid. Su término municipal cuenta con una población de 10 718 habitantes (INE 2024). Sus cotas topográficas están comprendidas entre los 643 y 687 metros sobre el nivel del mar. Se encuentra al sur de Humanes de Madrid y Fuenlabrada.Griñón se halla situado en la zona suroccidental de la Comunidad de Madrid, en la comarca natural denominada La Sagra. Todo el casco urbano se ubica en torno a un nudo de carreteras: La comarcal M404, de Navalcarnero a Villarejo de Salvanés; la local M405, de Griñón a Fuenlabrada por Humanes; la local M-417, de Griñón a Casarrubuelos, por Cubas de la Sagra, y la autovía de Griñón a Fuenlabrada y Leganés, con enlace con la M-50. También pasa por Griñón la autopista de peaje Madrid-Toledo. La carretera M-404 conecta a Griñón con las autovías nacionales A-5 (Extremadura), A-4 (Andalucía) y A-42 (de Madrid a Toledo)."
679,Guadalix de la Sierra,40.78483,-3.692719,841.0,6912.0,0.9712206877881739,0.6634895976624307,0.14385905994663434,0.717820236121592,0.6228310909340696,0.6859901602034297,0.6485970637214622,0.6362582709111132,"Guadalix de la Sierra es un municipio y localidad española de la Comunidad de Madrid, a 49 kilómetros de Madrid en la cuenca del río Jarama. El término municipal cuenta con una población de 6904 habitantes (INE 2024).El término municipal de Guadalix de la Sierra está integrado, junto con Colmenar Viejo, Hoyo de Manzanares, Manzanares el Real, Soto del Real y Miraflores de la Sierra, en la comarca de la Cuenca Alta del Manzanares (así denominada, aunque no refleja la realidad; puesto que Guadalix de la Sierra y su término municipal nada tienen que ver con el río Manzanares y su cuenca).
Limita al norte con los municipios de Bustarviejo, Navalafuente y Cabanillas de la Sierra; al sur con Colmenar Viejo; al este con Venturada, El Vellón y Pedrezuela; y al oeste con Miraflores de la Sierra.
Su territorio está conformado por un extenso valle situado en plena sierra de Guadarrama y enmarcado por pequeñas formaciones montañosas. Presenta un relieve ondulado y montuoso, con una altitud media de 832 m. Sus mayores elevaciones se encuentran en el cerro de San Pedro (1425 m) y Cancho de Pedrezuela (1149 m), que se alzan en el límite sur con Colmenar Viejo. Al noroeste se elevan los cerros de Cabeza Mojón (931 m) y Mangirona (906 m).
La mayor parte de sus suelos son de composición caliza, lo que explica la existencia de algunas grutas naturales, como la cueva de los Alcores, cueva de los Lobos, cueva de Peñarrubia, etc. El territorio de Guadalix es muy rico en acuíferos. Su principal cauce fluvial es el río Guadalix, cuyas aguas han sido represadas en el embalse de Pedrezuela (inicialmente denominado de El Vellón), que adopta dentro del término municipal una posición casi radial, desde el borde oriental del núcleo hasta el límite con el municipio de Pedrezuela. En el embalse desaguan el resto de arroyos que riegan el término, como son el de Sequillo, Valdesalices, Mosquil, Gargüera, Sabuquillo, Albalá, Valdemoro, del Valle, etc. Además en el subsuelo abundan las aguas subterráneas, que afloran a través de manantiales, como la Fuente del Espinar y El Pilancón (este último abastecía de agua a la población hasta que, a principios del siglo XXI, se traspasó la gestión al Canal de Isabel II, abasteciendo al municipio de Guadalix con agua canalizada proveniente de los embalses del río Lozoya). A causa de su ubicación en el valle, Guadalix de la Sierra goza de un microclima característico, con inviernos no demasiado fríos y veranos de suaves temperaturas.
En el entorno natural del municipio predominan bosques de alcornoques, encinas y enebros. La fauna está representada por una importantísima colonia de cigüeñas blancas, así como interesantes ánades y aves acuáticas que habitan en las riberas del embalse. Curiosamente, no es muy difícil observar algún ejemplar de cérvido que baja de las laderas de los montes y se acerca a las aguas del pantano.
Como parajes de singular atractivo paisajístico y natural se mencionan: el embalse de Pedrezuela con su entorno, el cerro de San Pedro, las formaciones calizas al este de la población, los sotos de las riberas del arroyo de Valdesalices al noroeste del cerro de San Pedro, etc. También cuenta con las áreas recreativas Virgen del Espinar -agua, río, arbolado, fuentes, mesas y barbacoas-, y parque 1 de Mayo -arbolado, embalse de Pedrezuela, fuente y mesas-. Guadalix de la Sierra ofrece diversas alternativas para la práctica del senderismo y otras actividades al aire libre, tales como las rutas de la ascensión al cerro de San Pedro; Guadalix-San Agustín, siguiendo el antiguo camino rural entre ambas poblaciones; Guadalix-Puerto de la Morcuera, ascendiendo el cauce del Guadalix.
Otras actividades son la escalada de las paredes calizas de Peñarrubia; espeleología en la cueva de los Alcores; práctica de vela, windsurf y piragüismo en el embalse de Pedrezuela.
El casco urbano de Guadalix se ubica en el extremo occidental del valle del Guadalix, sobre una fértil y amplia vega, hoy en buena parte sumergida por las aguas del embalse de Pedrezuela."
685,Guadarrama,40.67348,-4.090732,965.5875,17069.0,0.855176620722698,0.6460241844252147,0.12298914850777715,0.7965377423744493,0.6621819072944969,0.6925822247929052,0.7435291699519013,0.6455744282956346,"Guadarrama es un municipio y localidad española situada en la parte noroccidental de la Comunidad de Madrid. Cuenta con una población de 17 062 habitantes (INE 2024).Hay dos teorías acerca del origen del topónimo Guadarrama. Según algunos etimologistas, sería un hidrónimo que procede del término árabe Uad-ar-rámel ‘río de las arenas’, aludiendo al río que daría nombre al pueblo y a la sierra.​​​
La segunda teoría sostiene que el término sería en su origen un orónimo de la sierra. La expresión aquae dīrama ‘divisoria de aguas’, era utilizada por los romanos para nombrar los puntos divisorios de las aguas y, en el caso concreto de la sierra de Guadarrama marcaría la divisoria principal de las cuencas del Tajo y del Duero. Posteriormente, los árabes lo reinterpretarían como Guadarrama.​​"
698,La Hiruela,41.0785,-3.454731,1255.356,84.0,0.0,0.23122977276972326,0.42215278243611865,0.0,0.4849174259712924,0.13275990448087144,0.18634205844842486,0.20820027772949004,"La Hiruela es un municipio y localidad española del norte de la Comunidad de Madrid. Con una población de 83 habitantes (INE 2024), en 2017 era el tercer municipio menos poblado de la provincia.La Hiruela perteneció a la Comunidad de Villa y Tierra de Sepúlveda, perteneciendo desde el principio al Ochavo de la Sierra, integrado en el municipio de Colmenar de la Sierra.​ Antes se denominó La Hiruela de Buitrago, para pasar a denominarse oficialmente como La Hiruela.
El municipio perteneció a la comunidad sepulvedana en la provincia de Segovia hasta la división provincial de 1833 cuando pasó a la provincia de Guadalajara,​ después en 1834, La Hiruela (como La Hiruela de Buitrago), Bocígano (como El Bocígano de la Sierra), Cabida y Peñalba de la Sierra se independizaron del ayuntamiento de Colmenar de la Sierra, integrando la nueva provincia de Guadalajara. Pertenece a Madrid, desde 1838, tras la segunda división de las provincias.​ Se conserva un antiguo molino harinero.​"
